,NC1 Log2,NC2 Log2,NC3 Log2,NC4 Log2,GC1 Log2,GC2 Log2,GC3 Log2,GC4 Log2,PL1 Log2,PL2 Log2,PL3 Log2,PL4 Log2,Pattern,Ribosome,Spliceosome,"Valine, leucine and isoleucine degradation",Oxidative phosphorylation,Proteasome,Protein processing in endoplasmic reticulum,Glycolysis / Gluconeogenesis,Citrate cycle (TCA cycle),Endocytosis,Fatty acid degradation,Fatty acid metabolism,RNA transport,Pyruvate metabolism,Fructose and mannose metabolism,Regulation of actin cytoskeleton,Phagosome,Complement and coagulation cascades,Arginine and proline metabolism,DNA Replication,PPAR signaling pathway,ECM-receptor interaction,Focal adhesion,Pentose phosphate pathway,RNA degradation,Mismatch repair,Stomach specific,Mitochondrion,Cytoplasm,Extracellular exosome,Membrane,Nucleus,Endoplasmic reticulum,Golgi apparatus
3444,16.937669597367336,17.138483788454625,16.855685722107502,16.998309591782473,17.003101711199587,17.05101811056526,17.26850947074133,16.914219331913827,17.176010944017285,16.940779503209168,17.0857719979118,17.103556587038984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3445,14.683437639062719,14.71870418313847,14.690470012089845,14.742032951557093,14.818228229785415,14.830265510578606,14.49276612567418,15.157487659393695,14.817508451502718,14.986934347283,14.764831611033692,14.936520821855382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3446,14.149499789290125,14.291949983596945,14.06949431510425,14.107182845947976,14.315011887768845,13.881991733235699,14.255146225373425,14.351128961636586,14.32341438258703,13.929289594158357,14.093664459145321,14.05637975124583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3447,12.654273070297196,12.584307370507648,13.190974091445582,12.750409163957151,12.566262587151614,12.696698982230213,11.571471636219046,11.93233908598718,12.918542693818518,13.033290068619548,12.997738227415397,13.29401755993861,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3448,18.12064552899974,18.053537741950475,18.135177691223095,18.101432072894,17.78640690639617,17.731274873919467,17.752499318494923,17.810663978573068,18.065219547330596,18.241091967526167,18.06869372252669,18.14587581255053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
3449,13.982728179817022,14.206588654567339,14.299489457061673,14.306895857593723,14.326133977411052,14.661462534443968,14.417773596242323,14.204458027330238,14.170244212006398,14.424182137176292,14.21818042307858,14.406336098981656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3450,13.602911893797305,13.26253052132557,13.218375908294393,13.29944007149308,13.086723419663432,12.517636372062865,13.036234851630306,12.984917863419268,13.475608526362727,12.588807942532826,13.065853138467205,13.24220340225179,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3451,16.622069736308276,16.556014333176584,16.454461388909746,16.589946463796426,16.461989497937903,16.427893689280854,16.472225674112163,16.66528919179441,16.616481607301008,16.533474114517073,16.543746126829788,16.491786249001148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3452,17.78329316045817,17.804611587710088,17.686606464962985,17.75512844717531,17.779357593583235,17.7030667319427,17.849392477159302,17.666027502789404,17.77275196997697,17.701635972021123,17.81001470556092,17.77229775685226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3453,13.922255857401334,13.90528232399233,14.759719091268451,14.660393929394022,14.030257694656454,15.265021069276381,14.556833344952878,14.485722713953614,13.928803643395113,15.590337186431652,14.612870899283571,14.675583280944842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
