HH3,VIM,SMA,CD4,CD14,Foxp3,CD31,PDL1,Ki67,CD206,CD68,CD8,CD3,IDO,CD11c,CD163,CD20,CD16,IFNg,HLA.DR,CD11b,CD45,H3K9Ac,Keratin,MastChyTry,Ta,Au,Disease
0.895010079,0.693791965,0,0.621813371,0,0,0.552172888,0,0,0,0,0,0.53091562,0.340977987,0.212694039,0,0,0.094804373,0,0.48560634,0,0.572384864,0.882882563,0,0,0.118346825,0.138437605,0
0.75212961,0.768587031,0,0.173488439,0.068353283,0,0.936888224,0,0,0.068831377,0,0.214446952,0.372553101,0.401680072,0.428832767,0,0.594258344,0.302110045,0,0.793517374,0,0.703017586,0.604046394,0,0,0.01800825,0.052103439,0
0.728151667,0.772751744,0,0,0,0,0.524783132,0,0,0,0,0,0.078241421,0.110372757,0,0,0,0,0,0.546776107,0,0.054422222,0.625734658,0,0,0.059138763,0.030126299,0
0.865723022,0.771993505,0,0.620724726,0.034036922,0,0.621859298,0.118087431,0,0,0,0,0.579249031,0.227009295,0,0,0,0,0,0.431670853,0,0.628800259,0.761535487,0,0,0.035141628,0.081898103,0
0.890093597,0.693143197,0,0.434785071,0.128243799,0,0.711356026,0.174877323,0,0,0,0,0,0.321158745,0.286605908,0,0,0.224610706,0,0.668854716,0.206915114,0.51261459,0.806078303,0,0,0.071904044,0.076103814,0
0.875439294,0.406593407,0,0.122781718,0.093187994,0,0.4949467,0,0,0,0,0,0.054712873,0.148882006,0,0,0,0,0,0.308924428,0,0.481334977,0.799248301,0,0,0.06775933,0.054607846,0
0.852522032,0.711904712,0,0.127160653,0.399469301,0,0.490643718,0.154048586,0,0,0,0.348417911,0.174109147,0.320088242,0.389387781,0,0,0.222551295,0,0.559422015,0,0.620422823,0.730619786,0,0,0.062016553,0.07787531,0
0.847939213,0.40864046,0,0,0.232391596,0,0.566410912,0,0,0,0,0.242392381,0.832529517,0.058187409,0,0,0.262495869,0,0,0.488214115,0,0.740594777,0.701808959,0,0,0.121185213,0.03088395,0
0.833954129,0.567388137,0,0.167880058,0.500060452,0,0.822048753,0.225928139,0,0,0,0,0.014943576,0.304045172,0.021934802,0,0,0.051982314,0,0.529696043,0,0.454006786,0.715220259,0,0,0.05613499,0.093987907,0
0.866068448,0.711404657,0,0.604025105,0.371082474,0,0.542555117,0,0,0.350115853,0,0,0.351358103,0.304452355,0.258161688,0,0.161795837,0.184314313,0,0.41021351,0,0.663678482,0.836609329,0,0,0.089736218,0.123310499,0
0.712944852,0.262538827,0,0.62699147,0.236345458,0,0.41454969,0,0,0,0,0,0.585758052,0.106786661,0,0,0.321529558,0,0,0.432988352,0,0.68638476,0.579918922,0,0,0.051221354,0.094620968,0
0.829842994,0.699303286,0,0.2304479,0.264128733,0,0.557203775,0,0,0.228200478,0.16114964,0.317797364,0.110102559,0.405392244,0.338505763,0,0,0.147310113,0,0.652823812,0.102550169,0.576862708,0.68649018,0,0,0.042796966,0.099706052,0
0.77244136,0.711404657,0,0.577344339,0.100516335,0,0.430007681,0,0,0.188257701,0.04268629,0,0.483344496,0.257473391,0.110644796,0,0,0,0,0.357891071,0,0.681101834,0.68876166,0,0,0.076077059,0.063913812,0
0.855588938,0.657527662,0,0.328691146,0.044001567,0,0.353125316,0,0,0,0,0.355607795,0.502398886,0.280237724,0,0,0,0.051620417,0,0.284926992,0,0.627358419,0.797321387,0,0,0.070991078,0.101962016,0
0.754485381,0.680893872,0,0.316842663,0,0,0.723933819,0,0,0,0,0,0.286306195,0.320283013,0,0,0,0.282113114,0,0.61557066,0.050524644,0.529810296,0.656040883,0,0,0.041579039,0.060452909,0
0.777499377,0.711098215,0,0.202539656,0.263667192,0,0.401739895,0.017777896,0,0,0,0.067838825,0.230391832,0.092298673,0.036778786,0,0,0,0,0.554696054,0,0.505436297,0.616234845,0,0,0.063558465,0.041755842,0
0.735033077,0.664774229,0,0,0,0,0.723594785,0,0,0,0,0,0,0.303450332,0,0,0,0,0,0.590652457,0,0.025514736,0.549825003,0,0,0.042045802,0.067298519,0
0.7264567,0.656818747,0,0.488161718,0.038620762,0,0.59596215,0.068390397,0,0,0,0,0.497054059,0.238059672,0,0,0,0,0,0.507055763,0,0.747925443,0.671195229,0,0,0.09224026,0.075269605,0
0.876672933,0.775285564,0,0.052824017,0.3973846,0,0.581423697,0.178841795,0,0.125861675,0.175387623,0,0,0.331998901,0.377062124,0,0.164998993,0.323038285,0,0.571235299,0.167079482,0.474806278,0.757299893,0,0,0.291199525,0.324225338,0
0.798843254,0.629488355,0,0.35734813,0.335497639,0,0.394514487,0,0,0,0,0.197460034,0.123317387,0.117166451,0,0,0,0.162509378,0,0.548854135,0.026141604,0.669807313,0.62035701,0,0,0.249224503,0.260150833,0
0.728030336,0.477181601,0,0.078774179,0.263706145,0,0.448016939,0.023880469,0,0,0,0,0.026990239,0.076962641,0,0,0.130719459,0,0,0.392088261,0,0.573644944,0.624477993,0,0,0.078568499,0.050560248,0
0.815453591,0.434645278,0,0,0,0,0.532764075,0.085686877,0,0,0,0,0.055916091,0.070255999,0,0,0,0,0,0.315989494,0,0.183288942,0.656919711,0,0,0.047933582,0.089194239,0
0.729016461,0.681013372,0,0.226644291,0.1379714,0,0.691706122,0,0,0,0,0,0.408289525,0.238691325,0,0,0,0.182247308,0,0.591343327,0.077288807,0.551793049,0.663284395,0,0,0.042641758,0.042240455,0
0.729864521,0.761647563,0,0,0,0,0.605591867,0,0,0,0,0,0,0,0,0,0,0,0,0.450946361,0,0.240436103,0.540019339,0,0,0.113419704,0.142513581,0
0.711663552,0.653751843,0,0.773731259,0.506748196,0,0.702787535,0.403844388,0,0,0,0.093248517,0.727456438,0.318759473,0.564975322,0,0,0,0,0.605763038,0,0.870024288,0.620420905,0,0,0.068663512,0.080040537,0
0.88316571,0.61422324,0,0,0.079734308,0,0.773337285,0.066884855,0,0.172595789,0,0,0.096609715,0,0,0.01295074,0,0,0,0.538076249,0.050524644,0.303527706,0.759138289,0,0.705360573,0.072075351,0.095004942,0
0.619455093,0.649635813,0,0,0.375002234,0,0.519974934,0,0,0,0,0.666294067,0,0,0,0,0,0,0,0.572761144,0,0,0.459818279,0,0,0.175243673,0,0
0.775336832,0.791944675,0,0.595849189,0.215556389,0,0.466648056,0.128631682,0,0.18431865,0.340254716,0,0.550252623,0.406500999,0,0,0,0,0,0.368694267,0.228715086,0.618256913,0.660146101,0,0,0.066875276,0.133744356,0
0.66329434,0.814173017,0,0,0.121132223,0,0.746066036,0,0,0,0,0.583208607,0,0.403573912,0,0,0,0,0,0.285774505,0,0.549434846,0.471878277,0,0,0.125491388,0.102018806,0
0.834853956,0.695015928,0,0.407827489,0.043697179,0,0.387113069,0,0,0,0,0,0.563795893,0.254537003,0.282464194,0,0,0,0,0.43242793,0,0.665894809,0.840935068,0,0,0.08932442,0.092881424,0
0.796738105,0.605705004,0,0.021798149,0.252439345,0,0.498131271,0.077618696,0,0,0.054431269,0.127710599,0.280230388,0.094030065,0.220881561,0,0,0,0,0.476919001,0.041244513,0.441381243,0.743569544,0,0,0.070842071,0.082032126,0
0.851654768,0.700162516,0,0.05835414,0.311203284,0,0.618435294,0.010573939,0.639336956,0.120383704,0.239890538,0,0.373245839,0.223210588,0.155094285,0,0,0,0,0.527486602,0.139465774,0.4650589,0.780329145,0,0,0.07823956,0.109078701,0
0.828364021,0.617494423,0,0,0.166595589,0,0.444603875,0,0,0.036275756,0,0,0,0,0,0,0,0,0,0.36817809,0.045013419,0.362777212,0.632137208,0,0.302369625,0.071357947,0.059831513,0
0.743434845,0.716910163,0,0,0.205289346,0,0.456709239,0,0,0,0.01507159,0.564542011,0.476361207,0.25985009,0.02687415,0,0,0,0,0.45832715,0,0.672293763,0.647852603,0,0,0.055126645,0.084735236,0
0.782746753,0.641108912,0,0.204936244,0.140938628,0,0.53760787,0,0,0,0,0,0,0,0,0,0.206951211,0,0,0.567990285,0,0.553584256,0.642863443,0,0,0.044854703,0.065003992,0
0.717961489,0.351166015,0,0.756083586,0,0,0.61761643,0,0,0,0,0,0.705436935,0,0,0,0,0,0,0.446700651,0,0.807464301,0.645033513,0,0,0.042641758,0.061934447,0
0.850724373,0.69361678,0,0.211567022,0.500294162,0,0.419439168,0.305676167,0,0,0,0,0.156289402,0.390030032,0.562581355,0,0,0.415083072,0,0.583620483,0.358971107,0.578728418,0.797553344,0,0,0.117036219,0.143448904,0
0.637985647,0.616379724,0,0.031791932,0.311724373,0,0.355865397,0,0,0,0,0,0,0,0,0,0.270452971,0.286297414,0,0.593986194,0,0.437658434,0.481396233,0,0,0.071521282,0.070848193,0
0.96095085,0.620409202,0,0.266189526,0.44221316,0,0.589793475,0,0,0,0,0,0,0.378835923,0.12808414,0,0,0.217330593,0,0.392348272,0.326921031,0.689919081,0.807670487,0,0,0.105352886,0.08660485,0
0.768519168,0.792818092,0,0.073535853,0.17208323,0,0.765610422,0,0,0,0,0.143450736,0.230861863,0.313355681,0.036865965,0,0.094366701,0,0,0.596543057,0,0.459809071,0.670424329,0,0,0.073820879,0.073126148,0
0.890015779,0.788501351,0,0.566883333,0.368637314,0,0.590725524,0.141393076,0,0.119951435,0,0.460608792,0.577209665,0.374419326,0.274478393,0,0.063648837,0.472520315,0,0.551741258,0.148843879,0.727909428,0.840611908,0,0,0.118829304,0.105930241,0
0.852104141,0.581336076,0,0.437106967,0.667817946,0,0.689181782,0.122485993,0,0,0,0.72129911,0.70751157,0.345748825,0.535907227,0,0,0.713017243,0,0.701900608,0.158597777,0.848936064,0.679892676,0,0,0.136672453,0.098828563,0
0.644906484,0.583139146,0,0.746379752,0.217878303,0,0.518248276,0,0,0,0,0,0.496575484,0.343511455,0,0,0,0,0,0.567977901,0,0.76861497,0.51045869,0,0,0.042641758,0.097104549,0
0.683810383,0.513005387,0,0.360765377,0.157795719,0,0.640082182,0.074716923,0,0,0,0,0.606703162,0.080961894,0,0,0,0,0,0.291803576,0,0.618320144,0.370055745,0,0,0.082285712,0.042971893,0
0.868321444,0.808412168,0,0.293190477,0.333757995,0,0.996319853,0.286373662,0,0,0.121637868,0,0,0.451821724,0,0,0,0.237711411,0,0.609079927,0.169037124,0.375484621,0.786146581,0,0,0.057467328,0.082158186,0
0.781767252,0.907940414,0,0.031311875,0.44529704,0,1.206487514,0.567587429,0,0,0,0.130908992,0.031882251,0.47705666,0.152964154,0,0.257123421,0,0,0.741129247,0.08792762,0.462808757,0.678780835,0,0,0.048394247,0.099292163,0
0.819252881,0.413938937,0,0,0.064069341,0,0.392757926,0,0,0,0,0.119658529,0.085953566,0,0,0,0,0,0,0.38824956,0,0.506561739,0.64313508,0,0,0.022424951,0.054050692,0
0.932706947,0.811703851,0,0.473718674,0.502078493,0,0.611852574,0.153423629,0.022342083,0,0.088253896,0.120241281,0.591514771,0.370975582,0.262094544,0,0,0.311929088,0,0.523045413,0.03387143,0.738531614,0.854710106,0,0,0.096140094,0.105551529,0
0.865700303,0.813754236,0,0.473124908,0.191889219,0,0.562043265,0.101576309,0,0,0,0.437157346,0.502795183,0.379124185,0,0,0.247198839,0.05660783,0,0.525262195,0,0.642979085,0.766321635,0,0,0.096272062,0.091531911,0
0.808736739,0.480201185,0,0.10019976,0.063701164,0,0.403939808,0,0,0,0,0.107715403,0.299278332,0.15182721,0,0,0,0,0,0.379896771,0.056059474,0.585831125,0.688680443,0,0,0.064277487,0.108354741,0
0.814959068,0.538900582,0,0.135002771,0,0,0.423330644,0,0,0,0,0,0.081819039,0,0,0,0,0,0,0.136112517,0,0.164955716,0.631102768,0,0,0.081242267,0.044512405,0
0.949153105,0.826596673,0,0.674300143,0.650765347,0,0.6535263,0.237023967,0,0.185875733,0.331037653,0,0.429749307,0.291890027,0.485633901,0,0.362379602,0.747948593,0,0.7318795,0.687157096,0.790454917,0.69110128,0,0,0.070543775,0.143536501,0
0.85614798,0.617885399,0,0,0,0,0.343267918,0,0,0,0,0,0,0,0,0,0,0,0,0.135495729,0,0.36310297,0.675683322,0,0,0.06840279,0.100316155,0
0.863321967,0.849565814,0.379729827,0.412779781,0.640957229,0,0.590932185,0.104074366,0,0.325600947,0.096776744,0.369763193,0.167900607,0.22878375,0.39649123,0.149986294,0.394347291,0.521466979,0,0.709639407,0.412146431,0.648526963,0.765110232,0,0,0.115420369,0.143006018,0
0.734794928,0.56969413,0,0.111864545,0.11146499,0,0.730425665,0,0,0,0,0,0.076829704,0.055735819,0,0,0,0,0,0.505751537,0,0.348052168,0.597809602,0,0,0.071324429,0.094713341,0
0.872776114,0.844965989,0.310334292,0.396937399,0.344219094,0,0.897431765,0.438489896,0,0,0,0,0.511327429,0.307891625,0,0,0.621919512,0.247396397,0,0.640486267,0,0.640457383,0.630591162,0,0,0.120593355,0.138627246,0
0.794572565,0.793259622,0,0,0,0,0.690662659,0,0,0,0,0,0.121012807,0.165228764,0,0,0,0,0,0.533861088,0,0.122871168,0.658004122,0,0,0.047037789,0.087697959,0
0.822809823,0.642956665,0,0.626861812,0.256144896,0,0.496048767,0.027182739,0,0,0.025276705,0.32326958,0.65777554,0.155280863,0.077677456,0,0,0,0,0.511868846,0,0.692431465,0.765461734,0,0,0.087975294,0.096278554,0
0.928481425,0.728125925,0,0.726479771,0.506639858,0,0.584061015,0.180543061,0,0.37572459,0,0,0.856469375,0.427963975,0.289935651,0,0.255192057,0.059258887,0,0.56284034,0.267125475,0.794124636,0.837905786,0.248899645,0,0.092021891,0.149121995,0
0.839748592,0.708617287,0,0.06332106,0.169022376,0,0.521271642,0.143033916,0,0,0.031968032,0.156992058,0.388226133,0.028187578,0,0,0,0,0,0.533506135,0,0.643049771,0.695253735,0,0,0.067250587,0.098787016,0
0.929079318,0.74392066,0,0.457124845,0.167891033,0,0.500130414,0.053810891,0,0.203709871,0.28911703,0.08549668,0.407642497,0.367997938,0.141047895,0,0.013182396,0,0,0.506072158,0.145940563,0.557124034,0.821177242,0,0,0.060904954,0.12063843,0
0.836589662,0.853635096,0,0.165883782,0.037548352,0,0.862176367,0.324783421,0,0,0,0,0.146466328,0.339195369,0,0,0,0.087028536,0,0.663980362,0,0.301221771,0.736043818,0,0,0.124858516,0.123683468,0
0.656953182,0.678197967,0,0.770684304,0.607103982,0,0.468585527,0,0,0,0,0,0.276444919,0.231278336,0.388984332,0,0,0,0,0.267886777,0,0.75465101,0.605192341,0,0,0.024179465,0.047034566,0
0.793043925,0.788359229,0,0.304304738,0.492287972,0,0.500223957,0.066770638,0,0.014287507,0,0,0.019034568,0.259077971,0.245540655,0,0,0.185606678,0,0.413114763,0.070289161,0.465748382,0.704985014,0,0,0.057144239,0.141741367,0
0.895791455,0.771260523,0,0,0.35108339,0,0.568151695,0,0,0,0,0,0,0.333588635,0.018789864,0,0,0,0,0.321690106,0.04748363,0.454533464,0.762554783,0,0,0.066381815,0.074183073,0
0.891502772,0.478946557,0,0,0,0,0.534712535,0,0,0,0,0,0,0,0,0,0,0,0,0.46089191,0,0.352331137,0.826635687,0,0,0,0.092337904,0
0.782622506,0.734773846,0,0.215896863,0.444836908,0,0.70087166,0.335058346,0,0.203709871,0,0,0,0.139261162,0.097066058,0,0,0,0,0.647437838,0.315842746,0.481471233,0.663043177,0,0,0.03898642,0.073915215,0
0.715015628,0.734363923,0,0,0,0,0.468298835,0,0,0,0,0,0,0.057462831,0,0,0,0,0,0.403647064,0,0.027763796,0.5730962,0,0,0.01551511,0.108383827,0
0.839680073,0.815356523,0,0,0.570213585,0,0.875970619,0,0,0,0,0.064710588,0.038230344,0.324825823,0.133347522,0,0,0.283032729,0,0.49283357,0,0.541314518,0.730722912,0,0,0.094639218,0.124625237,0
0.854046663,0.764110729,0,0.57465085,0.416711858,0,0.742391905,0.236192574,0,0,0,0.599441972,0.875119213,0.412029344,0,0,0,0,0,0.301538282,0,0.78097865,0.787809948,0,0,0.087711361,0.148900585,0
0.860137327,0.701454373,0,0,0.407882691,0,0.821133246,0.324598278,0,0,0,0.390802079,0.54720357,0.09616507,0,0,0,0,0,0.446216697,0,0.641328058,0.709661717,0,0,0.067314504,0.141259978,0
0.95531977,0.691393159,0,0.026620615,0.21268308,0,0.455903405,0,0,0,0,0.504702553,0.745434043,0.257443691,0,0,0.184524458,0,0,0.263339661,0,0.711783841,0.903542314,0,0,0.09556281,0.159389966,0
0.753894598,0.657586197,0,0.766167696,0.628234581,0,0.704515072,0,0,0,0,0,0.895205559,0.445423132,0.417000461,0,0,0.549282507,0,0.549872334,0,0.825219742,0.728662204,0,0,0.03929274,0.10518419,0
0.887564289,0.764798323,0,0.235521768,0.124987455,0,0.534712535,0,0,0.096223402,0,0.204419542,0.486524832,0.121642488,0.21152175,0,0,0,0,0.546776107,0.020433635,0.654753857,0.820353554,0,0,0.099659869,0.147313177,0
0.800301385,0,0,0,0.041740819,0,0.406388807,0,0,0,0,0,0,0,0,0,0,0,0,0.063173214,0,0.27495063,0.733053335,0,0,0.0754071,0.09758164,0
0.767776548,0.057151585,0,0,0,0,0.569921502,0,0,0,0,0,0,0,0,0,0,0,0,0.032351119,0,0.471627332,0.613704118,0,0,0.085369414,0.098674972,0
0.759893053,0.403899363,0,0,0,0,0.411408359,0,0,0,0,0,0,0,0,0,0,0,0,0.186170516,0,0.236808064,0.587612192,0,0,0.074976532,0.013135449,0
0.918577318,0.757309231,0,0.728324383,0.514465712,0,0.712084756,0.167038602,0,0,0.027402984,0.070312072,0.624579151,0.33699952,0.060606648,0,0.164947249,0,0,0.602917604,0.213813112,0.758593893,0.844438573,0,0,0.073383139,0.124749144,0
0.754182562,0.653834884,0,0,0,0,0.835370494,0.208508319,0,0,0,0,0,0,0,0,0,0,0,0.434536498,0,0.029829117,0.643922616,0,0,0.063956011,0.077479089,0
0.68460468,0.530306102,0,0.160895658,0.369279067,0,0.486662914,0,0,0.390920421,0.583947739,0,0,0.101755858,0,0,0,0.235450231,0,0.60177529,0,0.427201474,0.583936407,0,0,0.081047803,0.067502606,0
0.914714457,0.927212667,0,0.211226688,0,0,1.113441466,0.562657862,0,0,0,0.630399117,0.507075625,0.351020114,0,0,0,0,0,0.750571816,0,0.580628553,0.725612761,0,0,0.083599612,0.115769527,0
0.90629412,0.89385933,0.489780736,0.356836989,0.389619113,0,1.055249467,0.481820972,0,0,0,0.017375545,0.447191582,0.356294839,0.177158088,0,0.052196536,0,0,0.641822194,0.111323623,0.570170576,0.783738067,0,0,0.060904954,0.115430307,0
0.700223339,0.653891955,0,0,0.238235453,0,0.875043564,0,0,0,0,0,0.082803553,0,0,0,0,0,0,0.15731792,0,0.541671851,0.476521978,0,0,0.089532351,0.100911697,0
0.822610624,0.582359875,0,0,0,0,0.638015105,0.209499717,0,0,0,0,0,0,0,0,0,0,0,0.396723589,0,0.211854073,0.649000447,0,0,0.036160279,0.117275239,0
0.687742278,0.659056466,0,0,0,0,0.856306665,0,0,0,0,0,0,0,0,0,0,0,0,0.374045429,0,0,0.583936407,0,0,0.081642664,0.068750708,0
0.845712796,0.808575183,0,0.066274695,0.376161059,0,0.952302318,0.335058346,0,0,0,0.209948118,0.295176769,0.346116582,0.049582619,0,0,0.115522157,0,0.689328537,0.151547187,0.441532148,0.757388919,0,0,0.06324475,0.145812033,0
0.922590024,0.830146906,0.155848106,0.623046018,0.373393283,0,0.56605926,0.20265363,0,0.069272953,0.025628789,0,0.433375654,0.335128163,0.053029252,0,0,0.089379578,0,0.629006225,0.113419046,0.638229472,0.856167986,0,0,0.085830563,0.132456292,0
0.89000713,0.814139096,0.521122957,0.584426142,0.334865971,0,0.909744591,0.335686197,0,0,0,0.358807568,0.644444994,0.312391509,0,0,0.438648281,0,0,0.537179806,0,0.749603641,0.849067461,0,0,0.059483698,0.146085264,0
0.798091601,0.898828605,0.168438545,0.374903479,0.616451121,0,0.955349809,0.337750114,0,0,0,0,0.282053464,0.354018329,0.368007967,0,0.22296659,0.415036113,0,0.726143314,0.371584911,0.608368961,0.746381095,0,0,0.134013333,0.090348659,0
0.917742386,0.744375745,0,0.18817173,0.270413949,0,0.496713192,0.047791479,0,0,0,0.364292223,0.482164029,0.147191425,0,0,0,0.03550053,0,0.481365092,0.188980176,0.567583344,0.825935616,0,0,0.091519659,0.113464908,0
0.834410851,0.826745029,0,0.308880026,0.151813604,0,0.860420138,0.02962514,0,0,0,0,0.099010614,0.278886061,0,0,0,0.086580775,0,0.705579572,0.015614973,0.382483387,0.762868094,0,0,0.079166219,0.103371052,0
0.879373184,0.775962099,0,0.55167274,0.445881425,0,0.804960011,0,0,0,0,0,0.474297773,0.393107085,0.390527352,0,0.436407958,0,0,0.671874304,0.282057125,0.655271622,0.797080195,0,0,0.101758619,0.172687695,0
0.799483576,0.804885466,0,0.305292366,0.295496309,0,0.953262823,0.275037542,0,0,0,0,0,0.360055888,0.017783842,0,0,0.103495575,0,0.714219018,0.067113135,0.438353749,0.744503615,0,0,0.046004216,0.070603379,0
0.909584628,0.599613705,0,0.458394862,0.480619359,0,0.407453323,0.041292987,0,0,0,0,0.253118779,0.15728023,0,0,0,0.303742894,0,0.580923854,0.126914293,0.606515197,0.818448727,0,0,0.044536771,0.08347914,0
0.780390816,0.58584217,0,0,0.686489632,0,0.846599557,0.375157633,0,0,0,0,0,0.120112211,0,0,0,0.110644186,0,0.656093973,0.117849528,0.419090688,0.65072875,0,0,0.078688175,0.115358112,0
0.905774788,0.860691588,0.31501571,0.618802389,0.413185767,0,0.569309081,0,0,0,0,0.256126201,0.677271084,0.369147413,0.187905408,0,0,0,0,0.653790015,0.411685912,0.689964809,0.655840467,0,0,0.069906015,0.107297465,0
0.693865575,0.749896707,0,0,0,0,0.393477885,0,0,0.953568414,0,0,0,0,0,0,0,0,0,0,0,0,0.648654424,0,0,0.021639525,0.112547715,0
0.808540644,0.448599833,0,0,0,0,0.644888919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642161577,0,0,0,0.051389761,0
0.820621434,0.544250956,0,0,0.084720778,0,0.393777309,0,0,0.363371881,0,0,0,0,0,0,0,0,0,0.169509461,0,0.021991593,0.70995095,0.323433861,0,0.040305877,0.092466921,0
0.777432939,0.84340801,0.092302143,0,0.565423247,0,0.875682231,0,0,0,0,0,0,0.221732643,0,0,0,0,0,0.778657364,0.48398501,0.414253127,0.659271326,0,0,0.057144239,0.117688347,0
0.878600766,0.721716092,0,0.104709089,0.419957542,0,0.473204634,0.019210953,0,0,0,0,0.570448578,0.257602956,0,0,0.28815951,0,0,0.542183911,0.020223287,0.60218895,0.704479374,0,0,0.064559793,0.11566636,0
